tokenNumber,name,field,phrase,raw,textScore,imagePath,imageUrl
7677,drifella 2 #7677,background,bacon sketch,bacon sketch,5,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HKQprpr1itEGpQLdcQS9S1EZpRzCN3ZbVBHH1kWhdAZV/image.png,https://nftstorage.link/ipfs/bafybeigclnbbvekd32a3cnvic2e5xffcbat6nxzqdneilip7k3rvqqbpba/7677.png
7677,drifella 2 #7677,cloth,clear raincoat,clear raincoat,5,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HKQprpr1itEGpQLdcQS9S1EZpRzCN3ZbVBHH1kWhdAZV/image.png,https://nftstorage.link/ipfs/bafybeigclnbbvekd32a3cnvic2e5xffcbat6nxzqdneilip7k3rvqqbpba/7677.png
7677,drifella 2 #7677,head,donda shades,donda shades,5,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HKQprpr1itEGpQLdcQS9S1EZpRzCN3ZbVBHH1kWhdAZV/image.png,https://nftstorage.link/ipfs/bafybeigclnbbvekd32a3cnvic2e5xffcbat6nxzqdneilip7k3rvqqbpba/7677.png
7677,drifella 2 #7677,left_hand,dark magician aura sword,dark magician aura sword,5,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HKQprpr1itEGpQLdcQS9S1EZpRzCN3ZbVBHH1kWhdAZV/image.png,https://nftstorage.link/ipfs/bafybeigclnbbvekd32a3cnvic2e5xffcbat6nxzqdneilip7k3rvqqbpba/7677.png
7677,drifella 2 #7677,overlay,comic shroud,comic shroud$1,5,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HKQprpr1itEGpQLdcQS9S1EZpRzCN3ZbVBHH1kWhdAZV/image.png,https://nftstorage.link/ipfs/bafybeigclnbbvekd32a3cnvic2e5xffcbat6nxzqdneilip7k3rvqqbpba/7677.png
7677,drifella 2 #7677,right_hand,fortnite nerf gun,fortnite nerf gun,5,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HKQprpr1itEGpQLdcQS9S1EZpRzCN3ZbVBHH1kWhdAZV/image.png,https://nftstorage.link/ipfs/bafybeigclnbbvekd32a3cnvic2e5xffcbat6nxzqdneilip7k3rvqqbpba/7677.png
7677,drifella 2 #7677,mouth,big joint,big joint,3,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HKQprpr1itEGpQLdcQS9S1EZpRzCN3ZbVBHH1kWhdAZV/image.png,https://nftstorage.link/ipfs/bafybeigclnbbvekd32a3cnvic2e5xffcbat6nxzqdneilip7k3rvqqbpba/7677.png
194,drifella 2 #194,overlay,wake up we gotta turn the power on,wake up we gotta turn the power on$1,8,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HKTmvJphbLqxyEKWTy9czCnVizjTuX6LQDCa6U9F9b8N/image.png,https://nftstorage.link/ipfs/bafybeiblqrzkki47npwu7vn5czqxyfhpi6akvgi64uek245xlta4jn2oc4/194.png
194,drifella 2 #194,background,snowy graveyard,snowy graveyard,5,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HKTmvJphbLqxyEKWTy9czCnVizjTuX6LQDCa6U9F9b8N/image.png,https://nftstorage.link/ipfs/bafybeiblqrzkki47npwu7vn5czqxyfhpi6akvgi64uek245xlta4jn2oc4/194.png
194,drifella 2 #194,cloth,wow zip hoodie,wow zip hoodie,5,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HKTmvJphbLqxyEKWTy9czCnVizjTuX6LQDCa6U9F9b8N/image.png,https://nftstorage.link/ipfs/bafybeiblqrzkki47npwu7vn5czqxyfhpi6akvgi64uek245xlta4jn2oc4/194.png
194,drifella 2 #194,head,harley quinn,harley quinn$8,5,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HKTmvJphbLqxyEKWTy9czCnVizjTuX6LQDCa6U9F9b8N/image.png,https://nftstorage.link/ipfs/bafybeiblqrzkki47npwu7vn5czqxyfhpi6akvgi64uek245xlta4jn2oc4/194.png
194,drifella 2 #194,left_hand,millenium master,millenium master,5,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HKTmvJphbLqxyEKWTy9czCnVizjTuX6LQDCa6U9F9b8N/image.png,https://nftstorage.link/ipfs/bafybeiblqrzkki47npwu7vn5czqxyfhpi6akvgi64uek245xlta4jn2oc4/194.png
194,drifella 2 #194,mouth,the charlie brown,the charlie brown$1,5,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HKTmvJphbLqxyEKWTy9czCnVizjTuX6LQDCa6U9F9b8N/image.png,https://nftstorage.link/ipfs/bafybeiblqrzkki47npwu7vn5czqxyfhpi6akvgi64uek245xlta4jn2oc4/194.png
194,drifella 2 #194,background_plus,barbarian,barbarian,0,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HKTmvJphbLqxyEKWTy9czCnVizjTuX6LQDCa6U9F9b8N/image.png,https://nftstorage.link/ipfs/bafybeiblqrzkki47npwu7vn5czqxyfhpi6akvgi64uek245xlta4jn2oc4/194.png
194,drifella 2 #194,right_hand,selfie,selfie,0,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HKTmvJphbLqxyEKWTy9czCnVizjTuX6LQDCa6U9F9b8N/image.png,https://nftstorage.link/ipfs/bafybeiblqrzkki47npwu7vn5czqxyfhpi6akvgi64uek245xlta4jn2oc4/194.png
2372,drifella 2 #2372,head,cuckfella fbi hat,cuckfella fbi hat,5,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HKZr5LiArRFG56gv64ygG2vkhXanSiQVBAH5LC6YKxDV/image.png,https://nftstorage.link/ipfs/bafybeicvy4kzu22h3olqqyl7ppyge2a44s67jpsebb7lo2megtm4xzycom/2372.png
2372,drifella 2 #2372,right_hand,shotgun reload,shotgun reload,5,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HKZr5LiArRFG56gv64ygG2vkhXanSiQVBAH5LC6YKxDV/image.png,https://nftstorage.link/ipfs/bafybeicvy4kzu22h3olqqyl7ppyge2a44s67jpsebb7lo2megtm4xzycom/2372.png
2372,drifella 2 #2372,cloth,trad wojak,trad wojak,3,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HKZr5LiArRFG56gv64ygG2vkhXanSiQVBAH5LC6YKxDV/image.png,https://nftstorage.link/ipfs/bafybeicvy4kzu22h3olqqyl7ppyge2a44s67jpsebb7lo2megtm4xzycom/2372.png
2372,drifella 2 #2372,left_hand,monkey bomb,monkey bomb,3,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HKZr5LiArRFG56gv64ygG2vkhXanSiQVBAH5LC6YKxDV/image.png,https://nftstorage.link/ipfs/bafybeicvy4kzu22h3olqqyl7ppyge2a44s67jpsebb7lo2megtm4xzycom/2372.png
2372,drifella 2 #2372,background,basquiat,basquiat,0,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HKZr5LiArRFG56gv64ygG2vkhXanSiQVBAH5LC6YKxDV/image.png,https://nftstorage.link/ipfs/bafybeicvy4kzu22h3olqqyl7ppyge2a44s67jpsebb7lo2megtm4xzycom/2372.png
2372,drifella 2 #2372,mouth,cubone,cubone,0,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HKZr5LiArRFG56gv64ygG2vkhXanSiQVBAH5LC6YKxDV/image.png,https://nftstorage.link/ipfs/bafybeicvy4kzu22h3olqqyl7ppyge2a44s67jpsebb7lo2megtm4xzycom/2372.png
2430,drifella 2 #2430,overlay,thank you lord for this here perc 30,thank you lord for this here perc 30,8,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HKcdNiq7AgtVL2Tiu12VvQLoBGivYPMKREBov7gCqr8v/image.png,https://nftstorage.link/ipfs/bafybeibmao2mvjtfibptzonfowlbftvsymc3luhdzdhqo2wsyk37bzbfwm/2430.png
2430,drifella 2 #2430,cloth,yugi and joey shirt,yugi and joey shirt,5,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HKcdNiq7AgtVL2Tiu12VvQLoBGivYPMKREBov7gCqr8v/image.png,https://nftstorage.link/ipfs/bafybeibmao2mvjtfibptzonfowlbftvsymc3luhdzdhqo2wsyk37bzbfwm/2430.png
2430,drifella 2 #2430,mouth,manga missing tooth,manga missing tooth,5,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HKcdNiq7AgtVL2Tiu12VvQLoBGivYPMKREBov7gCqr8v/image.png,https://nftstorage.link/ipfs/bafybeibmao2mvjtfibptzonfowlbftvsymc3luhdzdhqo2wsyk37bzbfwm/2430.png
2430,drifella 2 #2430,right_hand,kill all solana nfts,kill all solana nfts,5,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HKcdNiq7AgtVL2Tiu12VvQLoBGivYPMKREBov7gCqr8v/image.png,https://nftstorage.link/ipfs/bafybeibmao2mvjtfibptzonfowlbftvsymc3luhdzdhqo2wsyk37bzbfwm/2430.png
2430,drifella 2 #2430,background,sniper hut,sniper hut,3,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HKcdNiq7AgtVL2Tiu12VvQLoBGivYPMKREBov7gCqr8v/image.png,https://nftstorage.link/ipfs/bafybeibmao2mvjtfibptzonfowlbftvsymc3luhdzdhqo2wsyk37bzbfwm/2430.png
117,drifella 2 #117,overlay,you've been liquidated,you've been liquidated$1,8,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HKqMN21H5F8ztVbu242wMYJQewD4XbZsbTvvxmkwo3rA/image.png,https://nftstorage.link/ipfs/bafybeifzbfwrurzuhvxjmchjngburivacnggw5bnro45yn44ghf3nebvpa/117.png
117,drifella 2 #117,cloth,lean beef patty,lean beef patty,5,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HKqMN21H5F8ztVbu242wMYJQewD4XbZsbTvvxmkwo3rA/image.png,https://nftstorage.link/ipfs/bafybeifzbfwrurzuhvxjmchjngburivacnggw5bnro45yn44ghf3nebvpa/117.png
117,drifella 2 #117,background_plus,uchiha chip,uchiha chip,3,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HKqMN21H5F8ztVbu242wMYJQewD4XbZsbTvvxmkwo3rA/image.png,https://nftstorage.link/ipfs/bafybeifzbfwrurzuhvxjmchjngburivacnggw5bnro45yn44ghf3nebvpa/117.png
117,drifella 2 #117,mouth,side smile,side smile$1,3,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HKqMN21H5F8ztVbu242wMYJQewD4XbZsbTvvxmkwo3rA/image.png,https://nftstorage.link/ipfs/bafybeifzbfwrurzuhvxjmchjngburivacnggw5bnro45yn44ghf3nebvpa/117.png
117,drifella 2 #117,background,void,void,0,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HKqMN21H5F8ztVbu242wMYJQewD4XbZsbTvvxmkwo3rA/image.png,https://nftstorage.link/ipfs/bafybeifzbfwrurzuhvxjmchjngburivacnggw5bnro45yn44ghf3nebvpa/117.png
9261,drifella 2 #9261,cloth,daddys lil monster,daddys lil monster,5,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HKsWXye9MJ7etj1YPndcYnKvwVMtJxMJWYyNxfxPYZd2/image.png,https://nftstorage.link/ipfs/bafybeihazc5jqw2jdlkkat26eifrxuocfkpilu5i6ekrb7tvncc5m5qtcq/9261.png
9261,drifella 2 #9261,left_hand,submachine gun left,submachine gun left$13,5,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HKsWXye9MJ7etj1YPndcYnKvwVMtJxMJWYyNxfxPYZd2/image.png,https://nftstorage.link/ipfs/bafybeihazc5jqw2jdlkkat26eifrxuocfkpilu5i6ekrb7tvncc5m5qtcq/9261.png
9261,drifella 2 #9261,background,gas station,gas station$1,3,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HKsWXye9MJ7etj1YPndcYnKvwVMtJxMJWYyNxfxPYZd2/image.png,https://nftstorage.link/ipfs/bafybeihazc5jqw2jdlkkat26eifrxuocfkpilu5i6ekrb7tvncc5m5qtcq/9261.png
9261,drifella 2 #9261,overlay,just tired,just tired,3,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HKsWXye9MJ7etj1YPndcYnKvwVMtJxMJWYyNxfxPYZd2/image.png,https://nftstorage.link/ipfs/bafybeihazc5jqw2jdlkkat26eifrxuocfkpilu5i6ekrb7tvncc5m5qtcq/9261.png
9261,drifella 2 #9261,right_hand,milk jug,milk jug,3,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HKsWXye9MJ7etj1YPndcYnKvwVMtJxMJWYyNxfxPYZd2/image.png,https://nftstorage.link/ipfs/bafybeihazc5jqw2jdlkkat26eifrxuocfkpilu5i6ekrb7tvncc5m5qtcq/9261.png
9261,drifella 2 #9261,mouth,chad,chad,0,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HKsWXye9MJ7etj1YPndcYnKvwVMtJxMJWYyNxfxPYZd2/image.png,https://nftstorage.link/ipfs/bafybeihazc5jqw2jdlkkat26eifrxuocfkpilu5i6ekrb7tvncc5m5qtcq/9261.png
7683,drifella 2 #7683,left_hand,chrome dice,chrome dice,6,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HKxZNRzaKiXM8gfaiLePg26zfxz3175FJj3EkcAry1RT/image.png,https://nftstorage.link/ipfs/bafybeidgthasfbogitguevjtcszdu5ns4ypys2gzx7giav4capjlvgvbta/7683.png
7683,drifella 2 #7683,background,mc ride playing club penguin,mc ride playing club penguin,5,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HKxZNRzaKiXM8gfaiLePg26zfxz3175FJj3EkcAry1RT/image.png,https://nftstorage.link/ipfs/bafybeidgthasfbogitguevjtcszdu5ns4ypys2gzx7giav4capjlvgvbta/7683.png
7683,drifella 2 #7683,cloth,be different hoodie,be different hoodie,5,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HKxZNRzaKiXM8gfaiLePg26zfxz3175FJj3EkcAry1RT/image.png,https://nftstorage.link/ipfs/bafybeidgthasfbogitguevjtcszdu5ns4ypys2gzx7giav4capjlvgvbta/7683.png
7683,drifella 2 #7683,head,ye hood,ye hood,3,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HKxZNRzaKiXM8gfaiLePg26zfxz3175FJj3EkcAry1RT/image.png,https://nftstorage.link/ipfs/bafybeidgthasfbogitguevjtcszdu5ns4ypys2gzx7giav4capjlvgvbta/7683.png
7683,drifella 2 #7683,overlay,digimon hud,digimon hud$1,3,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HKxZNRzaKiXM8gfaiLePg26zfxz3175FJj3EkcAry1RT/image.png,https://nftstorage.link/ipfs/bafybeidgthasfbogitguevjtcszdu5ns4ypys2gzx7giav4capjlvgvbta/7683.png
7683,drifella 2 #7683,mouth,ye,ye,0,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HKxZNRzaKiXM8gfaiLePg26zfxz3175FJj3EkcAry1RT/image.png,https://nftstorage.link/ipfs/bafybeidgthasfbogitguevjtcszdu5ns4ypys2gzx7giav4capjlvgvbta/7683.png
7683,drifella 2 #7683,right_hand,archmage,archmage,0,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HKxZNRzaKiXM8gfaiLePg26zfxz3175FJj3EkcAry1RT/image.png,https://nftstorage.link/ipfs/bafybeidgthasfbogitguevjtcszdu5ns4ypys2gzx7giav4capjlvgvbta/7683.png
7135,drifella 2 #7135,cloth,piss stained goblin shirt,piss stained goblin shirt$6,5,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HL3qKEfTV16FutonBTmismN4gMeLg3CcyHhSrbc34wGy/image.png,https://nftstorage.link/ipfs/bafybeihdwmdm2xdymbtcntomyj4on4rqrnmoowpyinr6cdpsixynuy4ak4/7135.png
7135,drifella 2 #7135,mouth,conker smile,conker smile$1,5,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HL3qKEfTV16FutonBTmismN4gMeLg3CcyHhSrbc34wGy/image.png,https://nftstorage.link/ipfs/bafybeihdwmdm2xdymbtcntomyj4on4rqrnmoowpyinr6cdpsixynuy4ak4/7135.png
7135,drifella 2 #7135,overlay,rhino dick pill,rhino dick pill,5,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HL3qKEfTV16FutonBTmismN4gMeLg3CcyHhSrbc34wGy/image.png,https://nftstorage.link/ipfs/bafybeihdwmdm2xdymbtcntomyj4on4rqrnmoowpyinr6cdpsixynuy4ak4/7135.png
7135,drifella 2 #7135,right_hand,lego nazi zombies,lego nazi zombies,5,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HL3qKEfTV16FutonBTmismN4gMeLg3CcyHhSrbc34wGy/image.png,https://nftstorage.link/ipfs/bafybeihdwmdm2xdymbtcntomyj4on4rqrnmoowpyinr6cdpsixynuy4ak4/7135.png
7135,drifella 2 #7135,background,lecture,lecture,0,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HL3qKEfTV16FutonBTmismN4gMeLg3CcyHhSrbc34wGy/image.png,https://nftstorage.link/ipfs/bafybeihdwmdm2xdymbtcntomyj4on4rqrnmoowpyinr6cdpsixynuy4ak4/7135.png
7135,drifella 2 #7135,left_hand,smokes,smokes$9,0,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HL3qKEfTV16FutonBTmismN4gMeLg3CcyHhSrbc34wGy/image.png,https://nftstorage.link/ipfs/bafybeihdwmdm2xdymbtcntomyj4on4rqrnmoowpyinr6cdpsixynuy4ak4/7135.png
3896,drifella 2 #3896,left_hand,anime eye rock,anime eye rock,8,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HLBu1A6JdQhijfjFRqxx8qNToFGT5PJ2UBFzCgYyFuRu/image.png,https://nftstorage.link/ipfs/bafybeigylmvael62ficrwmpp4ollrpeape36yvbj5o2ld3itfsfumcpg2q/3896.png
3896,drifella 2 #3896,background,knight in museum,knight in museum,5,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HLBu1A6JdQhijfjFRqxx8qNToFGT5PJ2UBFzCgYyFuRu/image.png,https://nftstorage.link/ipfs/bafybeigylmvael62ficrwmpp4ollrpeape36yvbj5o2ld3itfsfumcpg2q/3896.png
3896,drifella 2 #3896,cloth,evil prof oak shirt,evil prof oak shirt,5,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HLBu1A6JdQhijfjFRqxx8qNToFGT5PJ2UBFzCgYyFuRu/image.png,https://nftstorage.link/ipfs/bafybeigylmvael62ficrwmpp4ollrpeape36yvbj5o2ld3itfsfumcpg2q/3896.png
3896,drifella 2 #3896,overlay,base cacoon maturity,base cacoon maturity$1,5,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HLBu1A6JdQhijfjFRqxx8qNToFGT5PJ2UBFzCgYyFuRu/image.png,https://nftstorage.link/ipfs/bafybeigylmvael62ficrwmpp4ollrpeape36yvbj5o2ld3itfsfumcpg2q/3896.png
3896,drifella 2 #3896,right_hand,groudon plush,groudon plush,5,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HLBu1A6JdQhijfjFRqxx8qNToFGT5PJ2UBFzCgYyFuRu/image.png,https://nftstorage.link/ipfs/bafybeigylmvael62ficrwmpp4ollrpeape36yvbj5o2ld3itfsfumcpg2q/3896.png
3896,drifella 2 #3896,mouth,cigs,cigs,0,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HLBu1A6JdQhijfjFRqxx8qNToFGT5PJ2UBFzCgYyFuRu/image.png,https://nftstorage.link/ipfs/bafybeigylmvael62ficrwmpp4ollrpeape36yvbj5o2ld3itfsfumcpg2q/3896.png
6503,drifella 2 #6503,background,green mist painting,green mist painting,5,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HLNRVpiLXAEpmakUDeEt7F2atK4dfcNGLLxcgCBarYFT/image.png,https://nftstorage.link/ipfs/bafybeict45mvtgo7f6x3dp2ubzjffacf7fy2y3k2ci4mqzty2ae2tp53pi/6503.png
6503,drifella 2 #6503,left_hand,rothko maker,rothko maker$2,5,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HLNRVpiLXAEpmakUDeEt7F2atK4dfcNGLLxcgCBarYFT/image.png,https://nftstorage.link/ipfs/bafybeict45mvtgo7f6x3dp2ubzjffacf7fy2y3k2ci4mqzty2ae2tp53pi/6503.png
6503,drifella 2 #6503,cloth,wet,wet,3,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HLNRVpiLXAEpmakUDeEt7F2atK4dfcNGLLxcgCBarYFT/image.png,https://nftstorage.link/ipfs/bafybeict45mvtgo7f6x3dp2ubzjffacf7fy2y3k2ci4mqzty2ae2tp53pi/6503.png
6503,drifella 2 #6503,mouth,pepe yell,pepe yell,3,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HLNRVpiLXAEpmakUDeEt7F2atK4dfcNGLLxcgCBarYFT/image.png,https://nftstorage.link/ipfs/bafybeict45mvtgo7f6x3dp2ubzjffacf7fy2y3k2ci4mqzty2ae2tp53pi/6503.png
6503,drifella 2 #6503,right_hand,blue scythe,blue scythe,3,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HLNRVpiLXAEpmakUDeEt7F2atK4dfcNGLLxcgCBarYFT/image.png,https://nftstorage.link/ipfs/bafybeict45mvtgo7f6x3dp2ubzjffacf7fy2y3k2ci4mqzty2ae2tp53pi/6503.png
9111,drifella 2 #9111,background,jacobs ladder,jacobs ladder$1,5,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HLQLb1Xdm7NHqdKWT8P5zzsvwLeGEhFKpwLFtTcogWy8/image.png,https://nftstorage.link/ipfs/bafybeidnsdyes4vi2bgfslhntr5syy3orbog3ksuadqrky4rri6kro2qoq/9111.png
9111,drifella 2 #9111,cloth,dont care shirt,dont care shirt,5,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HLQLb1Xdm7NHqdKWT8P5zzsvwLeGEhFKpwLFtTcogWy8/image.png,https://nftstorage.link/ipfs/bafybeidnsdyes4vi2bgfslhntr5syy3orbog3ksuadqrky4rri6kro2qoq/9111.png
9111,drifella 2 #9111,left_hand,chained deck,chained deck,5,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HLQLb1Xdm7NHqdKWT8P5zzsvwLeGEhFKpwLFtTcogWy8/image.png,https://nftstorage.link/ipfs/bafybeidnsdyes4vi2bgfslhntr5syy3orbog3ksuadqrky4rri6kro2qoq/9111.png
9111,drifella 2 #9111,mouth,griffith smile,griffith smile,5,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HLQLb1Xdm7NHqdKWT8P5zzsvwLeGEhFKpwLFtTcogWy8/image.png,https://nftstorage.link/ipfs/bafybeidnsdyes4vi2bgfslhntr5syy3orbog3ksuadqrky4rri6kro2qoq/9111.png
5097,drifella 2 #5097,background,grenade store,grenade store,5,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HLSKvrkRybKrCmbU6FvJhtD75tbYBbvnKGDcp4Eyy3qx/image.png,https://nftstorage.link/ipfs/bafybeigdswqham7747cl5g3c2537nzhnozmvzzm2ozmbqloue7amxhdrcy/5097.png
5097,drifella 2 #5097,cloth,red pray shirt,red pray shirt,5,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HLSKvrkRybKrCmbU6FvJhtD75tbYBbvnKGDcp4Eyy3qx/image.png,https://nftstorage.link/ipfs/bafybeigdswqham7747cl5g3c2537nzhnozmvzzm2ozmbqloue7amxhdrcy/5097.png
5097,drifella 2 #5097,head,samurai sword nose,samurai sword nose,5,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HLSKvrkRybKrCmbU6FvJhtD75tbYBbvnKGDcp4Eyy3qx/image.png,https://nftstorage.link/ipfs/bafybeigdswqham7747cl5g3c2537nzhnozmvzzm2ozmbqloue7amxhdrcy/5097.png
5097,drifella 2 #5097,left_hand,superman tags,superman tags,5,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HLSKvrkRybKrCmbU6FvJhtD75tbYBbvnKGDcp4Eyy3qx/image.png,https://nftstorage.link/ipfs/bafybeigdswqham7747cl5g3c2537nzhnozmvzzm2ozmbqloue7amxhdrcy/5097.png
5097,drifella 2 #5097,mouth,newsprint spike,newsprint spike$1,5,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HLSKvrkRybKrCmbU6FvJhtD75tbYBbvnKGDcp4Eyy3qx/image.png,https://nftstorage.link/ipfs/bafybeigdswqham7747cl5g3c2537nzhnozmvzzm2ozmbqloue7amxhdrcy/5097.png
5097,drifella 2 #5097,right_hand,demon dog,demon dog,3,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/HLSKvrkRybKrCmbU6FvJhtD75tbYBbvnKGDcp4Eyy3qx/image.png,https://nftstorage.link/ipfs/bafybeigdswqham7747cl5g3c2537nzhnozmvzzm2ozmbqloue7amxhdrcy/5097.png
