assetId,tokenNumber,name,text,score,imagePath
H21MwR7oRTTRv2xzPgBkGb924s5JmapJa2DwTfjjse6K,7835,drifella 2 #7835,337 Comments 255 Shares,0.9709688165913457,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/H21MwR7oRTTRv2xzPgBkGb924s5JmapJa2DwTfjjse6K/image.png
H21MwR7oRTTRv2xzPgBkGb924s5JmapJa2DwTfjjse6K,7835,drifella 2 #7835,D Like,0.8794353703657786,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/H21MwR7oRTTRv2xzPgBkGb924s5JmapJa2DwTfjjse6K/image.png
H21MwR7oRTTRv2xzPgBkGb924s5JmapJa2DwTfjjse6K,7835,drifella 2 #7835,Comment,0.985448249748775,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/H21MwR7oRTTRv2xzPgBkGb924s5JmapJa2DwTfjjse6K/image.png
H21MwR7oRTTRv2xzPgBkGb924s5JmapJa2DwTfjjse6K,7835,drifella 2 #7835,6> Share,0.8793039098381996,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/H21MwR7oRTTRv2xzPgBkGb924s5JmapJa2DwTfjjse6K/image.png
H1qPJHFpgQBQu97GPxPWxLBAr5LYxvoNcPNNmDRGgSrk,4243,drifella 2 #4243,BULLS,0.9901432037353516,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/H1qPJHFpgQBQu97GPxPWxLBAr5LYxvoNcPNNmDRGgSrk/image.png
H1krLUMXvNsK6RZt9esgfkDboNRY5agzk6sqg1XPDsGG,7830,drifella 2 #7830,生味宝,0.6670263012250265,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/H1krLUMXvNsK6RZt9esgfkDboNRY5agzk6sqg1XPDsGG/image.png
H1krLUMXvNsK6RZt9esgfkDboNRY5agzk6sqg1XPDsGG,7830,drifella 2 #7830,中生点宝中,0.5532323181629181,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/H1krLUMXvNsK6RZt9esgfkDboNRY5agzk6sqg1XPDsGG/image.png
H1krLUMXvNsK6RZt9esgfkDboNRY5agzk6sqg1XPDsGG,7830,drifella 2 #7830,Be different,0.9998376140227685,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/H1krLUMXvNsK6RZt9esgfkDboNRY5agzk6sqg1XPDsGG/image.png
Gyxn7guuZMyoUsbwREDU7bTUDZ5PWtYDyVGh2HuQJh7T,2523,drifella 2 #2523,Supreme,0.9635574987956456,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/Gyxn7guuZMyoUsbwREDU7bTUDZ5PWtYDyVGh2HuQJh7T/image.png
Gyxn7guuZMyoUsbwREDU7bTUDZ5PWtYDyVGh2HuQJh7T,2523,drifella 2 #2523,Supreme,0.9979561311858041,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/Gyxn7guuZMyoUsbwREDU7bTUDZ5PWtYDyVGh2HuQJh7T/image.png
Gyxn7guuZMyoUsbwREDU7bTUDZ5PWtYDyVGh2HuQJh7T,2523,drifella 2 #2523,Supremg,0.9451357551983425,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/Gyxn7guuZMyoUsbwREDU7bTUDZ5PWtYDyVGh2HuQJh7T/image.png
GzZUuVmMXTcJJFTcuWaZpVgDUBeVtZ5N9q4XSkhCji8n,7453,drifella 2 #7453,ROTHKO MAKER,0.9875225176413854,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/GzZUuVmMXTcJJFTcuWaZpVgDUBeVtZ5N9q4XSkhCji8n/image.png
GzZUuVmMXTcJJFTcuWaZpVgDUBeVtZ5N9q4XSkhCji8n,7453,drifella 2 #7453,ONHrLehTmD buck,0.5112491567929586,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/GzZUuVmMXTcJJFTcuWaZpVgDUBeVtZ5N9q4XSkhCji8n/image.png
GzZUuVmMXTcJJFTcuWaZpVgDUBeVtZ5N9q4XSkhCji8n,7453,drifella 2 #7453,IST ERL THL 92UF!,0.5306687701274367,/Users/nickgeorge-studio/Projects/swagbound-new/swagbound-og-assets/lsw-corpus/output/drifella2/GzZUuVmMXTcJJFTcuWaZpVgDUBeVtZ5N9q4XSkhCji8n/image.png
